customer_id,name,age,gender,occupation,occupation_type,monthly_income,open_account_date,lifecycle_stage,marriage_status,city_level,branch_name,create_time,update_time
183586c1303543ec94e00a660e75aa7d,曹玉华,39,男,投资顾问,金融从业者,21657.31,2016-05-30,成长客户,已婚,二线城市,青岛银行黄岛支行,2025-05-02 11:41:49,2025-05-02 11:41:49
f22387b3852e48b888d4d995409bce3c,吴丹丹,46,女,服务行业老板,私营业主,25874.52,2024-05-01,成长客户,已婚,二线城市,青岛银行城阳支行,2025-05-02 11:41:49,2025-05-02 11:41:49
5a7e9493e2b843dabbaa3012f2b1ab46,边磊,33,男,企业CFO,企业高管,61416.91,2017-04-12,新客户,已婚,二线城市,青岛银行黄岛支行,2025-05-02 11:41:49,2025-05-02 11:41:49
8abcfbcfa5034f768c1b6d685bde9cbd,陆慧,48,女,医院职工,事业单位,33162.95,2017-03-25,成长客户,已婚,一线城市,青岛银行市南支行,2025-05-02 11:41:49,2025-05-02 11:41:49
4b5e56b5dddd48cfafbde03415531f1f,周淑英,38,女,销售经理,传统行业,11228.26,2015-05-22,价值客户,未婚,一线城市,青岛银行黄岛支行,2025-05-02 11:41:49,2025-05-02 11:41:49
8199304e0fc74bdb86b53bdd7285ba3b,姬东,42,男,零售店员,传统行业,16105.4,2023-12-20,新客户,已婚,二线城市,青岛银行市北支行,2025-05-02 11:41:49,2025-05-02 11:41:49
1df8299870b24274bfcd60f41b3351bd,孔梅,38,男,副总经理,企业高管,39417.46,2023-12-20,成熟客户,已婚,二线城市,青岛银行黄岛支行,2025-05-02 11:41:49,2025-05-02 11:41:49
5aa89a33ef9640b7a279e9d6c56ee6c9,张瑞,63,男,事业单位职工,事业单位,12049.59,2024-07-04,价值客户,已婚,二线城市,青岛银行李沧支行,2025-05-02 11:41:49,2025-05-02 11:41:49
dfa9296dd1aa488f845a1d4494a66628,唐小红,44,女,零售店主,私营业主,35936.87,2015-08-31,成长客户,未婚,二线城市,青岛银行崂山支行,2025-05-02 11:41:49,2025-05-02 11:41:49
3233db87f42d4f34b82f23d860f5a80d,凌秀珍,34,男,保险经纪人,金融从业者,36740.57,2019-05-28,成熟客户,已婚,一线城市,青岛银行城阳支行,2025-05-02 11:41:49,2025-05-02 11:41:49
c10596628a7f45de80dc026a24d3ea98,刘浩,53,女,医生,专业人士,55170.81,2016-10-15,价值客户,已婚,一线城市,青岛银行市南支行,2025-05-02 11:41:49,2025-05-02 11:41:49
3ea8135ad83541da8924bd1225cc7751,白阳,32,男,零售店员,传统行业,13089.44,2017-07-07,成长客户,已婚,二线城市,青岛银行崂山支行,2025-05-02 11:41:49,2025-05-02 11:41:49
55ba04f912d34ca59499ead3a5561c96,鲍志强,47,男,数据分析师,互联网从业者,23452.69,2019-11-04,成长客户,未婚,二线城市,青岛银行市南支行,2025-05-02 11:41:49,2025-05-02 11:41:49
9fb3fd96f080487d9a20dff38174010d,宫杨,25,女,制造业职工,传统行业,9569.07,2020-08-19,成长客户,未婚,二线城市,青岛银行李沧支行,2025-05-02 11:41:49,2025-05-02 11:41:49
31929064d055455db18985de4afd56ff,羊柳,31,女,零售店主,私营业主,64473.85,2022-10-14,新客户,已婚,二线城市,青岛银行黄岛支行,2025-05-02 11:41:49,2025-05-02 11:41:49
e72f4e6944db4030ae8c85b7d06b001a,李芳,46,男,副总经理,企业高管,37341.83,2016-06-02,新客户,已婚,二线城市,青岛银行黄岛支行,2025-05-02 11:41:49,2025-05-02 11:41:49
4eb9f1cd9f7b4efe97b239cdce175a63,王娜,52,男,证券分析师,金融从业者,22352.68,2019-01-29,成长客户,未婚,一线城市,青岛银行市北支行,2025-05-02 11:41:49,2025-05-02 11:41:49
45d9a423edb245c2aad70a9a99628bd9,王飞,46,男,销售经理,传统行业,22698.3,2019-03-24,价值客户,已婚,二线城市,青岛银行市北支行,2025-05-02 11:41:49,2025-05-02 11:41:49
c6efa7a2b0ae46b480ce852245ba1a01,翟玉英,43,女,科研人员,事业单位,30055.88,2016-07-15,新客户,已婚,二线城市,青岛银行崂山支行,2025-05-02 11:41:49,2025-05-02 11:41:49
6d899ef18c664b10a29f1873bd0164de,陈桂芝,41,男,餐饮店主,私营业主,33346.02,2018-12-23,价值客户,已婚,二线城市,青岛银行市南支行,2025-05-02 11:41:49,2025-05-02 11:41:49
8d463a5b848d487a92b0d12b89811cb8,沈淑华,30,男,零售店主,私营业主,43907.96,2019-06-19,成长客户,未婚,一线城市,青岛银行市南支行,2025-05-02 11:41:49,2025-05-02 11:41:49
b47d1517b9cd4c1aabe341bc5b76d78f,熊坤,37,女,制造业职工,传统行业,9960.81,2016-12-08,成长客户,已婚,一线城市,青岛银行李沧支行,2025-05-02 11:41:49,2025-05-02 11:41:49
04772d56af284a9eaaecc73c1a2002cc,潘琴,40,女,医院职工,事业单位,28213.63,2022-07-16,成长客户,已婚,二线城市,青岛银行市南支行,2025-05-02 11:41:49,2025-05-02 11:41:49
e6a0eb28aa6b413ba47a80deb1622d1a,马鹏,55,女,银行经理,金融从业者,39807.48,2017-01-02,价值客户,未婚,二线城市,青岛银行李沧支行,2025-05-02 11:41:49,2025-05-02 11:41:49
cc5cfe63545840faba3077e18434463c,赵雪,48,男,会计师,专业人士,37251.9,2017-03-10,价值客户,已婚,二线城市,青岛银行崂山支行,2025-05-02 11:41:49,2025-05-02 11:41:49
e736da787463498bbcbbe00f350558a3,张秀芳,27,女,教授,专业人士,32371.39,2017-09-19,成长客户,未婚,二线城市,青岛银行市南支行,2025-05-02 11:41:49,2025-05-02 11:41:49
caaf4b58e7224d1da70c2ba372d40550,张丽华,48,女,保险经纪人,金融从业者,38706.13,2019-08-01,成长客户,已婚,二线城市,青岛银行市南支行,2025-05-02 11:41:49,2025-05-02 11:41:49
e7c93699e86d491680bc5a4abb8793b1,徐帅,41,女,零售店主,私营业主,45793.29,2016-03-11,成熟客户,已婚,二线城市,青岛银行市南支行,2025-05-02 11:41:49,2025-05-02 11:41:49
39813789f3204ef587d013ba33b64b30,佟静,38,女,投资顾问,金融从业者,38059.78,2018-02-28,成熟客户,未婚,二线城市,青岛银行市南支行,2025-05-02 11:41:49,2025-05-02 11:41:49
efcebd80b22d461ea900075c7c572cd9,朱楠,51,男,会计师,专业人士,28985.63,2022-02-25,成长客户,未婚,一线城市,青岛银行城阳支行,2025-05-02 11:41:49,2025-05-02 11:41:49
68446494df504f83882efee1c40bf667,张伟,55,男,餐饮店主,私营业主,44866.46,2021-12-21,价值客户,已婚,一线城市,青岛银行黄岛支行,2025-05-02 11:41:49,2025-05-02 11:41:49
5ad17c3b780240c2a2c1fd55e43f9fba,纪淑英,54,男,制造业职工,传统行业,21233.15,2020-03-08,价值客户,未婚,二线城市,青岛银行市南支行,2025-05-02 11:41:49,2025-05-02 11:41:49
98b7ec7817ff41f8b85240cff730ecb1,苏桂芝,36,男,物流主管,传统行业,10266.76,2017-12-18,成熟客户,已婚,二线城市,青岛银行李沧支行,2025-05-02 11:41:49,2025-05-02 11:41:49
dfb3343251004a7598a29ab536729dd2,陈华,41,女,教授,专业人士,52600.26,2025-03-08,成长客户,已婚,二线城市,青岛银行黄岛支行,2025-05-02 11:41:49,2025-05-02 11:41:49
a14a4ca13aca4bd99f6847ffd2778183,姜华,48,女,科研人员,事业单位,16479.79,2016-03-08,成熟客户,未婚,二线城市,青岛银行市南支行,2025-05-02 11:41:49,2025-05-02 11:41:49
a26f0aa1b9974296ab9a0afd2058eee1,胡晨,54,女,物流主管,传统行业,9317.22,2016-04-19,价值客户,未婚,一线城市,青岛银行崂山支行,2025-05-02 11:41:49,2025-05-02 11:41:49
a7748108aa9d47e791b018c2af687c92,龚波,40,男,餐饮店主,私营业主,61636.99,2016-06-27,成熟客户,已婚,一线城市,青岛银行市南支行,2025-05-02 11:41:49,2025-05-02 11:41:49
b1bfb0a86f904539bbc86800e0cbf94f,赵艳,43,男,保险经纪人,金融从业者,28631.69,2025-03-07,成熟客户,已婚,二线城市,青岛银行市北支行,2025-05-02 11:41:49,2025-05-02 11:41:49
4b83e470214548f8970b34a74b324e2a,冯婷婷,33,女,企业CEO,企业高管,96278.21,2025-04-05,成长客户,未婚,二线城市,青岛银行李沧支行,2025-05-02 11:41:49,2025-05-02 11:41:49
c30bffb71243472fb61c0263c727e94a,成文,33,男,科研人员,事业单位,15485.54,2020-09-04,成长客户,已婚,一线城市,青岛银行李沧支行,2025-05-02 11:41:49,2025-05-02 11:41:49
d2c832a426474d3693654f255b4e5b81,刘建华,53,男,餐饮店主,私营业主,75172.5,2020-06-08,价值客户,已婚,二线城市,青岛银行市北支行,2025-05-02 11:41:49,2025-05-02 11:41:49
aa6ccd20b64249b4b4619b835d38f468,陈斌,58,男,科研人员,事业单位,13392.49,2015-06-28,价值客户,已婚,一线城市,青岛银行崂山支行,2025-05-02 11:41:49,2025-05-02 11:41:49
44dcf0d866f647ff92e02f2a76196315,韩帅,44,女,制造业老板,私营业主,65120.59,2016-07-30,成长客户,已婚,一线城市,青岛银行市北支行,2025-05-02 11:41:49,2025-05-02 11:41:49
1907afe366b54adcb1ec611057b85542,林建华,55,女,产品经理,互联网从业者,34504.32,2021-04-08,成长客户,已婚,二线城市,青岛银行李沧支行,2025-05-02 11:41:49,2025-05-02 11:41:49
c02fc580e1a545898f16a722fde04579,康洁,48,男,零售店员,传统行业,10590.5,2020-03-06,忠诚客户,未婚,二线城市,青岛银行市南支行,2025-05-02 11:41:49,2025-05-02 11:41:49
cdad69ceffb04190a42459d4a2be5fca,徐莉,38,女,律师,专业人士,44235.71,2024-04-30,成长客户,已婚,二线城市,青岛银行崂山支行,2025-05-02 11:41:49,2025-05-02 11:41:49
fc35609884044181bfc9b74b2f5f7a78,董梅,48,男,行政人员,传统行业,17788.54,2017-02-03,成长客户,已婚,二线城市,青岛银行市北支行,2025-05-02 11:41:49,2025-05-02 11:41:49
d6a649ac10a146abb657844144a4e9b6,刘宁,60,男,教师,事业单位,27429.83,2024-09-28,成熟客户,已婚,二线城市,青岛银行李沧支行,2025-05-02 11:41:49,2025-05-02 11:41:49
f20827f657d94f74ae947e8781781f4d,陈利,44,男,行政人员,传统行业,17056.67,2021-03-01,价值客户,已婚,一线城市,青岛银行李沧支行,2025-05-02 11:41:49,2025-05-02 11:41:49
267a2f957f3545e59a5fd81d90f7b8e9,蒋燕,60,女,医生,专业人士,37340.94,2023-12-06,成长客户,已婚,二线城市,青岛银行市北支行,2025-05-02 11:41:49,2025-05-02 11:41:49
c3e410dc0d444ce0bf12aab20d38bc3c,刘鹏,25,女,基金经理,金融从业者,43286.97,2016-11-25,新客户,未婚,二线城市,青岛银行市南支行,2025-05-02 11:41:49,2025-05-02 11:41:49
2323d51860694f27b7c19f5ce40195e8,段平,53,女,证券分析师,金融从业者,44809.96,2015-05-24,价值客户,已婚,一线城市,青岛银行崂山支行,2025-05-02 11:41:49,2025-05-02 11:41:49
9ed38b95549447c49b80042dc0df2f6c,陆燕,45,女,医院职工,事业单位,10717.5,2018-01-30,成长客户,已婚,一线城市,青岛银行李沧支行,2025-05-02 11:41:49,2025-05-02 11:41:49
6b5b00549e414f52a7ece7d539697ea1,罗琳,42,女,UI设计师,互联网从业者,15304.53,2024-11-15,价值客户,已婚,一线城市,青岛银行市北支行,2025-05-02 11:41:49,2025-05-02 11:41:49
9bb553ebea264e979ed12b57035af266,李建国,45,女,物流主管,传统行业,15618.97,2024-08-12,成熟客户,未婚,一线城市,青岛银行黄岛支行,2025-05-02 11:41:49,2025-05-02 11:41:49
6d025c77798042a99812378c3d2a4612,黎峰,25,女,保险经纪人,金融从业者,34371.55,2022-08-23,新客户,未婚,二线城市,青岛银行崂山支行,2025-05-02 11:41:49,2025-05-02 11:41:49
170532e7d0d54afa83c3b58c74c54ab9,王云,42,女,医院职工,事业单位,17665.57,2016-01-04,成熟客户,未婚,二线城市,青岛银行市北支行,2025-05-02 11:41:49,2025-05-02 11:41:49
c216ca33005c44dfad91224732af483a,张艳,48,男,零售店主,私营业主,32983.08,2017-01-29,价值客户,已婚,二线城市,青岛银行城阳支行,2025-05-02 11:41:49,2025-05-02 11:41:49
6c50de2cf7a84f618a3fecb3b7b84ffe,戴桂荣,59,男,公务员,事业单位,17406.16,2017-12-17,价值客户,已婚,二线城市,青岛银行市北支行,2025-05-02 11:41:49,2025-05-02 11:41:49
7e2fbe95324c4f86b75120fd2243b704,洪东,39,男,零售店员,传统行业,12966.32,2022-05-06,成长客户,已婚,二线城市,青岛银行市南支行,2025-05-02 11:41:49,2025-05-02 11:41:49
e8f3af2bd3b845d996bae4e9a381a800,张颖,36,女,物流主管,传统行业,16138.14,2022-05-03,成长客户,已婚,二线城市,青岛银行市南支行,2025-05-02 11:41:49,2025-05-02 11:41:49
85a3631434814e18a052a329b8feee28,刘宁,39,男,餐饮店主,私营业主,49504.79,2021-11-03,价值客户,已婚,二线城市,青岛银行市南支行,2025-05-02 11:41:49,2025-05-02 11:41:49
ccd7536d2dcc4bdfa7eff8cc33f33150,严建平,54,男,产品经理,互联网从业者,18553.55,2018-09-23,忠诚客户,已婚,二线城市,青岛银行城阳支行,2025-05-02 11:41:49,2025-05-02 11:41:49
1559d29afef3487db740cd3f60b9df73,杨娜,48,女,物流主管,传统行业,13055.0,2019-02-15,成长客户,已婚,二线城市,青岛银行李沧支行,2025-05-02 11:41:49,2025-05-02 11:41:49
d09a1953ec08485ebd9be767cba64cc4,潘莹,39,男,律师,专业人士,45020.6,2020-11-30,新客户,未婚,一线城市,青岛银行城阳支行,2025-05-02 11:41:49,2025-05-02 11:41:49
45165c0e41a74dbcb8cadf6bf973b9d7,洪萍,50,女,餐饮店主,私营业主,61362.27,2021-04-21,价值客户,已婚,一线城市,青岛银行市南支行,2025-05-02 11:41:49,2025-05-02 11:41:49
5f40ea0e03dd47a08ac7dab6d19231ef,余玉英,45,男,零售店主,私营业主,75434.66,2015-10-20,成长客户,已婚,二线城市,青岛银行黄岛支行,2025-05-02 11:41:49,2025-05-02 11:41:49
017abc3ac370410c8cf2e438fb59f62f,温秀兰,54,男,律师,专业人士,56336.46,2018-05-15,忠诚客户,已婚,一线城市,青岛银行市北支行,2025-05-02 11:41:49,2025-05-02 11:41:49
2cb80aabd66840aba3a9b09f6456a813,王淑兰,37,女,运营经理,互联网从业者,18730.61,2021-03-19,成长客户,已婚,二线城市,青岛银行崂山支行,2025-05-02 11:41:49,2025-05-02 11:41:49
9c34b7d0c16d44c89a288d0f4bbf5b1e,周凤兰,41,男,事业单位职工,事业单位,10996.52,2017-04-19,成熟客户,已婚,二线城市,青岛银行李沧支行,2025-05-02 11:41:49,2025-05-02 11:41:49
743cd4e407994e59b45446d67c470701,庄坤,41,男,制造业老板,私营业主,54574.82,2019-08-31,新客户,已婚,一线城市,青岛银行城阳支行,2025-05-02 11:41:49,2025-05-02 11:41:49
be1f5d9449da4ee9918ba7c104d259db,程伟,30,女,保险经纪人,金融从业者,48916.93,2024-03-05,新客户,已婚,二线城市,青岛银行市北支行,2025-05-02 11:41:49,2025-05-02 11:41:49
d2f483388a094de48d51d867d979100a,黄波,47,女,餐饮店主,私营业主,37293.07,2020-12-12,成长客户,已婚,二线城市,青岛银行市南支行,2025-05-02 11:41:49,2025-05-02 11:41:49
2c29b002422a4b41b2941c1844d74403,田佳,47,女,医生,专业人士,58807.39,2020-06-10,成熟客户,已婚,二线城市,青岛银行市北支行,2025-05-02 11:41:49,2025-05-02 11:41:49
32be9c28e56246cab1fd8cd9f044d0c4,董晶,45,女,教师,事业单位,14689.56,2022-03-06,成熟客户,已婚,二线城市,青岛银行李沧支行,2025-05-02 11:41:49,2025-05-02 11:41:49
70d7e6456dc64ec7b7d881b886d064d4,罗想,42,男,会计师,专业人士,37524.64,2022-06-26,价值客户,已婚,一线城市,青岛银行市南支行,2025-05-02 11:41:49,2025-05-02 11:41:49
32303b49e4d3493f9d1acb391a135c3c,余雷,30,男,医院职工,事业单位,23770.98,2025-01-05,成长客户,已婚,一线城市,青岛银行市南支行,2025-05-02 11:41:49,2025-05-02 11:41:49
9f36b5b2334f4653913a53b2b85f8d41,赵伟,40,男,公务员,事业单位,22459.39,2020-07-02,忠诚客户,已婚,二线城市,青岛银行李沧支行,2025-05-02 11:41:49,2025-05-02 11:41:49
c947c637d96f4b46bf610c294bb2c6f9,张凤英,41,男,餐饮店主,私营业主,53075.9,2023-03-30,价值客户,已婚,二线城市,青岛银行城阳支行,2025-05-02 11:41:49,2025-05-02 11:41:49
3614421c024445b8b12ff4121a565e0d,徐楠,36,女,保险经纪人,金融从业者,26895.63,2024-01-11,价值客户,已婚,一线城市,青岛银行黄岛支行,2025-05-02 11:41:49,2025-05-02 11:41:49
b75f99adfece4e41be480b2faa4e4315,邱兵,43,女,企业CFO,企业高管,64025.58,2016-10-09,价值客户,已婚,二线城市,青岛银行黄岛支行,2025-05-02 11:41:49,2025-05-02 11:41:49
16fc2d128edf402cb49d185803e221cd,林颖,49,男,销售经理,传统行业,17720.56,2016-12-02,成长客户,未婚,二线城市,青岛银行城阳支行,2025-05-02 11:41:49,2025-05-02 11:41:49
a3bd7fdbb66d4c83b3988cfc910e681d,袁芳,63,女,总经理,企业高管,99246.91,2018-09-20,忠诚客户,已婚,二线城市,青岛银行崂山支行,2025-05-02 11:41:49,2025-05-02 11:41:49
daea5012d72c4ffab65eb20ec582b14b,王丽,46,女,软件工程师,互联网从业者,41225.71,2023-06-01,忠诚客户,已婚,二线城市,青岛银行市南支行,2025-05-02 11:41:49,2025-05-02 11:41:49
17d9387c6be34440baca22c35914cba1,孙想,47,男,银行经理,金融从业者,31432.17,2021-11-11,价值客户,已婚,二线城市,青岛银行市北支行,2025-05-02 11:41:49,2025-05-02 11:41:49
d0f648e113dc43e8975f1bb4cdd36cbb,赵峰,44,女,行政人员,传统行业,18655.59,2015-06-05,成熟客户,已婚,二线城市,青岛银行黄岛支行,2025-05-02 11:41:49,2025-05-02 11:41:49
3bddb57fb0d14035a77abef33a6bf00a,石建平,25,女,律师,专业人士,49870.65,2018-04-28,成长客户,未婚,二线城市,青岛银行市南支行,2025-05-02 11:41:49,2025-05-02 11:41:49
5aec37fe58c04ff79734398a32b127d2,王艳,44,女,产品经理,互联网从业者,35820.03,2017-05-25,成熟客户,已婚,一线城市,青岛银行黄岛支行,2025-05-02 11:41:49,2025-05-02 11:41:49
689ea45f418645ceba81cde81a03fca9,李丽华,45,男,销售经理,传统行业,17029.83,2024-05-14,成长客户,已婚,二线城市,青岛银行市北支行,2025-05-02 11:41:49,2025-05-02 11:41:49
627cd5ec79f54a39be68388b15ac497e,房玉,65,男,运营经理,互联网从业者,42384.87,2023-12-02,成长客户,未婚,二线城市,青岛银行黄岛支行,2025-05-02 11:41:49,2025-05-02 11:41:49
1a9ea41ee0614709a02da4a8e18b1958,雷秀芳,43,女,制造业老板,私营业主,60656.65,2018-01-14,成长客户,未婚,二线城市,青岛银行市南支行,2025-05-02 11:41:49,2025-05-02 11:41:49
bf1e294d8d78446ca45bdd32d08ee0d3,徐艳,48,女,制造业老板,私营业主,47410.15,2020-01-19,成熟客户,已婚,二线城市,青岛银行崂山支行,2025-05-02 11:41:49,2025-05-02 11:41:49
09947fccad8b4a3fa962076369214c1e,曹丹,44,女,零售店员,传统行业,13029.83,2022-10-25,成长客户,已婚,一线城市,青岛银行市北支行,2025-05-02 11:41:49,2025-05-02 11:41:49
4f2985878cd6416ab4e3b8f24886ccb7,吕静,33,男,零售店员,传统行业,20667.93,2019-12-15,新客户,已婚,二线城市,青岛银行市南支行,2025-05-02 11:41:49,2025-05-02 11:41:49
431382c5d3b54716864bda0cbdec2f22,杨浩,56,男,销售经理,传统行业,18555.15,2017-09-07,成熟客户,已婚,二线城市,青岛银行黄岛支行,2025-05-02 11:41:49,2025-05-02 11:41:49
21125710615249fcb98539edea2c09ea,刘建军,52,男,会计师,专业人士,51544.42,2018-12-21,忠诚客户,未婚,二线城市,青岛银行崂山支行,2025-05-02 11:41:49,2025-05-02 11:41:49
8e6f5e3a2a57498fba3e8d539922f7dc,赵玉英,52,女,产品经理,互联网从业者,21023.84,2024-07-24,忠诚客户,已婚,二线城市,青岛银行市北支行,2025-05-02 11:41:49,2025-05-02 11:41:49
981a192941d743b28e8a16cfe351f050,赵文,35,男,制造业老板,私营业主,74842.94,2022-06-24,成熟客户,已婚,二线城市,青岛银行市北支行,2025-05-02 11:41:49,2025-05-02 11:41:49
fef373e5539d448691d8bbe3de820296,岳军,59,女,贸易公司老板,私营业主,28445.42,2025-02-15,忠诚客户,已婚,二线城市,青岛银行黄岛支行,2025-05-02 11:41:49,2025-05-02 11:41:49
ec2b91c264f44d699db908e0cd3530bf,马琴,30,女,制造业职工,传统行业,21441.59,2020-05-30,成熟客户,未婚,二线城市,青岛银行城阳支行,2025-05-02 11:41:49,2025-05-02 11:41:49
62745b55faa54c4d91428aca87eb291a,邵婷婷,50,女,证券分析师,金融从业者,18792.11,2024-06-27,价值客户,未婚,一线城市,青岛银行崂山支行,2025-05-02 11:41:49,2025-05-02 11:41:49
a72986fc2360421b910ff5fc9756bdcd,朱桂英,65,男,教师,事业单位,25885.1,2022-09-30,价值客户,已婚,二线城市,青岛银行城阳支行,2025-05-02 11:41:49,2025-05-02 11:41:49
ed254b274b2d44a4a01d47f9447eb79e,王雪,35,男,会计师,专业人士,59837.09,2022-03-18,成长客户,未婚,一线城市,青岛银行市南支行,2025-05-02 11:41:49,2025-05-02 11:41:49
370f1ac4d3e14bcea6c382dbff52e1f4,陶阳,39,女,教授,专业人士,49690.76,2024-06-01,成长客户,未婚,二线城市,青岛银行市北支行,2025-05-02 11:41:49,2025-05-02 11:41:49
913fc6fd24544c3794a983a75cf0b26c,殷杰,45,女,软件工程师,互联网从业者,35708.42,2016-10-04,成熟客户,未婚,二线城市,青岛银行市北支行,2025-05-02 11:41:49,2025-05-02 11:41:49
240f5fcf52b74ebe8f72674804c08832,李丽华,39,女,服务行业老板,私营业主,74101.77,2018-06-04,成长客户,已婚,一线城市,青岛银行城阳支行,2025-05-02 11:41:49,2025-05-02 11:41:49
9b522b4d4de6415596006e14011ade20,刘晶,29,女,贸易公司老板,私营业主,59766.12,2018-12-07,成熟客户,已婚,二线城市,青岛银行城阳支行,2025-05-02 11:41:49,2025-05-02 11:41:49
3c727385f45744969a27601ccc3cd82c,杨春梅,45,男,副总经理,企业高管,48338.36,2020-01-25,价值客户,已婚,二线城市,青岛银行市南支行,2025-05-02 11:41:49,2025-05-02 11:41:49
bae7385df4fb4d10beeeeaaed9568de8,刘浩,34,男,教授,专业人士,20113.42,2023-05-02,成长客户,已婚,一线城市,青岛银行市南支行,2025-05-02 11:41:49,2025-05-02 11:41:49
